V1,V2,V3
0.148939098047947,0.0407147671527637,0.999
0.001,0.24712142291648,0.999
0.483758729890603,0.537708729926218,0.001
0.481360798751045,0.462577139085295,0.001
0.882041811978336,0.647723602986913,0.0784849515717915
0.332398346255579,0.25035419021271,0.0054319635925876
0.198363486288031,0.0903891329357634,0.0290482042720371
0.826101399327296,0.719489375740484,0.163286846771858
0.608253561910283,0.542044015386262,0.001
0.971649942742587,0.999,0.490824117435631
0.001,0.001,0.879213983718808
0.628802816756925,0.685369604124574,0.001
0.675551671496573,0.717865701848735,0.001
0.497707889898335,0.408395648114877,0.001
0.381424805553549,0.410852450017272,0.001
0.26703048676802,0.578791589798752,0.001
0.572835269769985,0.622189816185998,0.001
0.974354533446613,0.999,0.001
0.950309384750646,0.858054780992523,0.092026780188514
0.888447388929705,0.751254427788046,0.001
0.841735384159103,0.691435812615694,0.001
0.915411113447871,0.553062941829453,0.001
0.637042564956446,0.40616231872646,0.001
0.648315965500224,0.497683661083853,0.001
0.547459314271349,0.191370904171681,0.165374229968962
0.108948987265062,0.0398764156683812,0.001
0.31235236099065,0.13827151511994,0.001
0.154883994715092,0.0772228042179073,0.001
0.606117386427543,0.123394862647017,0.001
0.001,0.73399902899441,0.999
0.001,0.252206456922686,0.949128210940216
0.778620096315882,0.0164052205405102,0.0733794306337185
0.608181747888717,0.919420925020271,0.255883063859435
0.441787250010579,0.59179975804317,0.999
0.499917581480788,0.999,0.29116929749949
0.822162290178796,0.001,0.0801240336593425
0.999,0.586998611242685,0.175223663955865
0.001,0.751417213791669,0.933719963313327
0.371741293315816,0.804909742473164,0.999
0.329183379521639,0.816295735310098,0.999
0.561756628324523,0.203085080011632,0.001
0.789763118741135,0.457021671544634,0.001
0.560573346365171,0.001,0.97372413539177
0.999,0.00641146944487603,0.702590059645933
0.690232891679497,0.178080866475247,0.999
0.700623922754008,0.24392786509169,0.999
0.407943909278829,0.111592010518451,0.00300587824856913
0.582726344587781,0.0872103728756039,0.0611914991489946
0.634138921363418,0.00580303242471902,0.160871360129673
0.538328507077301,0.0835157185352052,0.00629308242411866
0.328739380850917,0.229253861501401,0.001
0.415011315470031,0.187609695928651,0.001
0.999,0.365080364498276,0.001
0.754408983660458,0.248843301811228,0.0489256824698705
0.806998679204909,0.0414128710676389,0.0880806740029028
0.380907363736336,0.541302751167576,0.001
0.271637395711726,0.1774524590277,0.001
0.340784313439778,0.790581979117838,0.001
0.966357640156724,0.924357303761834,0.001
0.779525845790327,0.974176119317528,0.001
0.506512069970945,0.999,0.001
0.36718135782762,0.585873477522526,0.001
0.392115857223995,0.432892942504482,0.001
0.37439810785706,0.422484967542841,0.001
0.281490816215132,0.548321236634302,0.001
0.361200848363245,0.380619922065132,0.001
0.35271272701553,0.001,0.999
0.796257550702647,0.999,0.0943191120456144
0.782086564455654,0.999,0.35204667369857
0.680344885804057,0.999,0.0116302033195016
0.558693733504126,0.001,0.999
0.643166320708875,0.95303356640034,0.001
0.36590925038391,0.187495046999924,0.91692842701836
0.855840395276706,0.999,0.0535561593648573
0.904662137919693,0.999,0.001
0.447318609264854,0.341800716656306,0.999
0.35235906870794,0.64203792853349,0.001
0.451696696461022,0.980159158281459,0.001
0.641254948912714,0.591643343150316,0.001
0.399368087079039,0.657010184583683,0.001
0.371790797634705,0.867045626721533,0.104334035151475
0.177613899375613,0.226434787105237,0.001
0.448396569678936,0.409996890634822,0.001
0.41169260421271,0.260902598444043,0.001
0.691925973439638,0.689413125805723,0.317708239264449
0.320782216381418,0.386341855357962,0.001
0.471254516417102,0.509506132504231,0.001
0.318712816156553,0.139378838237945,0.062702814809599
0.364535917109653,0.999,0.0726736560927224
0.513858420545964,0.581586165287281,0.999
0.64775520752255,0.667080225079782,0.985400351460839
0.653662996788603,0.723534182397209,0.0274202722506736
0.867132795319593,0.957898328826639,0.155645701621137
0.802438375897606,0.991804329675176,0.171676399883062
0.726859186772069,0.692410226173459,0.0514645821305027
0.799853548651299,0.999,0.368296153635516
0.754448874480051,0.751109636901755,0.168471839763396
0.814487825760718,0.983812658432608,0.001
0.914939917937117,0.966936194516209,0.001
0.999,0.685314846325229,0.001
0.024496285952707,0.0102532228707973,0.00240084859942908
0.192114806642063,0.0825025498369991,0.001
0.0683948946207047,0.0142123291369553,0.0102340112949088
0.29663423644069,0.0918273127244859,0.00141678860872943
0.826620491119084,0.354911457674969,0.200957237301986
0.704443862612057,0.448473949505561,0.292412793540109
0.999,0.538378305357221,0.001
0.999,0.901641920477209,0.001
0.856869910609628,0.238709486255566,0.001
0.422282583547948,0.0986221537869304,0.0352241442203913
0.999,0.149262454569387,0.142951646009427
0.999,0.275578276288254,0.254244524202266
0.827695657552416,0.734440618048787,0.953913432677814
0.84436945910527,0.626991159081197,0.935364952580858
0.478225075825973,0.280393948568242,0.814443448394933
0.702843600380506,0.24716941305456,0.986303150239415
